20	29	8
21	29	1
22	23	2
23	28	2
26	28	1
35	26	1
35	23	1
80	82	2
81	82	2
82	87	1
82	84	1
82	118	2
83	87	2
83	118	2
85	87	2
86	87	2
87	83	1
88	118	2
89	118	2
90	118	2
91	118	2
92	118	2
93	118	2
94	118	2
95	118	2
96	118	2
97	118	2
98	118	2
99	118	2
100	118	2
101	118	2
102	118	2
103	118	2
104	118	2
105	118	2
106	118	2
107	118	2
108	118	2
109	118	2
110	118	2
111	118	2
112	118	2
113	118	2
114	118	2
115	118	2
116	118	2
117	118	2
118	83	1
118	82	1
118	120	1
118	121	1
120	118	2
121	118	2
127	118	1
