49	49	4
49	730	5
49	156	5
49	727	1
49	51	1
49	633	2
50	161	1
50	160	1
50	157	1
51	152	1
54	161	1
54	50	9
54	745	1
54	160	1
54	716	1
57	57	14
57	156	1
59	59	1
59	153	1
59	51	1
60	723	2
60	676	1
60	685	7
60	51	1
83	723	1
87	156	1
88	630	2
88	83	3
90	630	2
90	83	4
90	90	1
91	637	3
91	740	1
91	630	2
91	83	5
92	630	2
92	83	4
94	630	6
94	83	3
94	94	2
97	630	2
97	83	3
99	99	1
99	630	2
99	83	4
100	630	2
100	83	3
101	630	2
101	83	3
104	723	1
104	607	3
104	49	2
104	622	1
104	51	6
104	83	1
104	631	1
104	85	1
104	157	1
121	121	79
121	159	9
121	156	21
121	51	9
121	160	7
121	158	6
121	162	1
121	147	3
121	694	3
121	157	2
121	161	7
121	152	2
121	163	1
121	728	2
127	129	3
127	130	1
127	51	1
131	129	5
131	51	4
147	633	1
147	617	1
147	51	18
147	157	3
147	156	5
147	147	15
147	61	2
151	50	2
151	156	3
151	769	6
153	53	4
153	57	2
153	127	1
153	156	22
153	727	2
153	51	8
153	158	1
153	54	1
153	160	2
153	59	2
154	50	4
154	160	1
155	381	1
156	162	3
156	723	13
156	625	4
156	49	2
156	155	3
156	52	7
156	161	5
156	50	13
156	626	1
156	727	4
156	51	19
156	127	1
156	158	1
156	160	6
156	157	2
157	156	1
158	162	2
158	147	6
158	730	2
158	156	4
158	51	4
159	161	2
159	156	1
159	158	3
160	161	1
160	159	1
160	156	9
160	51	2
161	159	3
161	156	4
161	51	2
161	160	1
162	156	2
162	51	5
319	610	19
319	486	2
319	506	1
319	619	14
319	441	8
319	156	1
319	51	6
321	723	4
321	505	25
321	321	1
321	156	38
321	51	3
321	157	9
321	54	4
321	158	1
321	160	1
321	636	1
322	147	6
322	617	1
322	156	6
322	51	2
324	723	5
324	617	1
324	49	6
324	156	4
324	51	3
324	157	5
324	324	6
324	633	8
325	156	1
325	51	2
325	157	1
326	723	2
326	156	2
326	51	6
326	157	2
327	161	1
327	51	3
327	759	1
328	762	3
328	51	1
329	321	10
329	156	2
329	51	1
329	157	2
330	606	2
330	161	3
330	156	2
330	51	15
330	60	1
331	610	5
331	381	1
331	606	14
331	635	1
331	621	2
331	441	1
331	51	5
331	431	8
331	157	2
344	349	1
344	350	1
344	347	2
344	161	2
344	348	1
344	351	1
344	353	1
344	727	1
344	51	4
344	352	1
344	346	1
345	610	65
345	723	2
345	161	6
345	441	6
345	466	35
345	156	1
345	727	7
345	51	2
345	487	1
345	157	1
345	633	17
346	610	20
346	161	1
346	51	1
346	633	7
347	610	1
347	486	1
347	161	1
347	51	4
348	610	1
348	161	1
348	51	1
349	610	4
349	161	1
349	466	1
350	610	40
350	161	3
350	466	3
350	156	8
350	633	9
351	610	24
351	161	1
351	633	7
352	610	22
352	161	1
352	51	2
352	633	6
353	610	3
353	161	1
354	486	2
354	606	2
354	620	2
354	156	1
354	51	6
354	60	1
354	158	1
369	370	1
372	51	1
373	51	1
374	723	2
374	51	2
375	51	2
376	51	1
377	156	1
377	51	1
378	51	1
379	370	1
379	51	2
380	370	1
381	51	1
382	51	2
383	370	1
383	156	1
383	51	3
383	157	3
384	723	3
384	629	2
384	622	1
384	626	3
384	51	11
384	60	5
384	724	1
384	722	2
384	726	1
384	625	1
384	744	2
384	606	3
384	156	2
385	161	3
385	156	1
385	51	4
385	60	1
386	156	2
386	51	4
398	401	2
399	610	10
399	400	2
399	441	5
399	407	2
399	51	7
399	60	1
399	404	3
399	606	1
399	398	2
399	156	2
399	157	3
399	401	4
400	405	3
400	401	5
401	405	2
402	319	11
402	723	2
402	156	1
402	51	8
402	403	11
402	157	1
404	51	2
406	398	1
407	406	1
407	51	1
408	51	3
409	49	5
409	156	4
409	51	6
409	633	4
409	636	2
410	606	2
410	161	18
410	51	7
410	60	4
411	51	5
412	381	1
412	606	5
412	620	4
412	161	11
412	51	2
412	60	2
412	157	1
413	156	1
413	51	2
413	157	1
414	692	4
414	606	1
414	161	1
414	51	2
414	569	4
416	617	1
416	156	1
416	51	1
