1	0
2	0
3	0
4	0
5	15
6	12
7	2
8	14
9	7
10	6
11	20
12	5
13	5
14	0
15	11
16	9
17	8
18	14
19	1
20	2
21	2
22	28
23	7
24	18
25	2
26	2
27	19
28	2
29	2
30	2
31	2
32	2
33	2
34	2
35	2
36	2
37	2
38	2
39	2
40	2
41	2
42	2
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	57
59	7
60	4
61	4
62	2
63	2
64	2
65	79
