398	37
138	132
182	421
159	157
196	199
362	356
520	181
427	181
467	371
141	132
153	147
148	147
166	37
407	37
497	37
392	37
486	455
137	181
179	174
491	455
396	37
149	155
298	314
152	147
468	371
426	100
487	426
405	37
195	37
492	455
371	42
150	155
177	174
211	199
40	37
311	312
521	139
178	174
403	37
97	100
310	293
96	497
493	37
423	139
474	137
496	455
155	147
461	371
164	181
358	356
363	356
135	157
400	37
176	174
151	147
154	147
100	497
420	181
