36	454	1
36	181	1
36	455	1
37	421	4
37	460	1
37	454	3
37	181	3
37	455	5
38	460	4
39	133	2
39	40	2
40	36	4
40	460	1
40	133	2
41	36	1
42	36	5
42	421	9
42	182	5
42	460	1
42	459	5
42	133	1
64	82	2
64	71	2
65	82	2
65	71	2
66	82	2
66	71	2
67	82	2
67	71	2
68	82	2
68	71	2
69	82	2
69	71	2
70	82	2
70	71	2
71	371	1
71	82	1
72	371	1
72	82	2
72	73	1
73	421	3
73	460	1
74	371	1
75	371	1
75	82	1
75	83	1
76	77	2
77	371	2
77	82	3
78	79	2
79	371	1
79	82	1
81	82	3
82	371	1
82	421	2
82	73	4
83	82	2
83	182	1
90	89	2
91	371	1
91	42	1
96	181	2
97	425	1
97	460	1
97	181	1
98	371	1
99	134	2
99	133	1
99	40	2
100	181	3
133	36	4
133	460	1
134	460	2
135	454	1
136	460	3
137	460	1
145	371	1
145	36	2
145	460	1
146	182	2
146	459	1
147	460	1
147	140	1
148	460	1
148	140	1
149	156	2
149	460	1
149	140	1
150	156	2
150	460	1
150	140	1
151	460	1
151	140	1
152	460	2
153	156	2
153	460	1
153	140	1
154	460	1
154	140	1
155	460	1
155	140	1
156	147	5
156	140	1
157	454	3
159	454	1
163	371	8
163	456	1
163	36	2
163	458	2
163	182	3
163	415	2
163	416	2
163	424	1
163	42	3
164	460	1
166	460	2
174	371	1
175	371	1
176	371	2
176	36	2
176	181	1
177	371	3
177	36	2
177	459	1
177	42	2
178	371	2
178	181	2
179	371	4
179	36	1
193	355	2
194	459	1
195	355	5
195	460	1
195	193	1
196	469	1
199	197	3
201	199	1
211	197	3
213	214	2
214	199	1
214	355	2
214	363	1
214	197	1
215	199	1
215	355	1
215	197	9
217	216	2
295	199	1
295	297	2
296	301	2
296	297	2
297	199	1
297	313	3
297	301	10
298	299	2
299	297	3
300	312	2
300	310	1
302	310	2
303	310	2
304	310	2
304	301	2
305	310	2
305	301	2
306	310	2
306	301	2
307	310	2
307	301	2
308	310	2
308	301	2
309	310	2
310	301	14
310	311	1
310	297	2
312	301	1
313	294	2
317	355	2
317	301	2
317	365	2
319	199	3
319	200	3
322	355	2
323	355	2
324	355	2
324	197	2
325	355	2
326	355	2
327	355	2
328	355	2
329	355	2
330	355	2
331	355	2
332	355	2
333	199	2
333	355	2
334	355	2
335	355	2
336	355	2
337	355	2
338	355	2
339	355	2
340	355	2
341	355	2
342	355	2
343	355	2
344	199	1
344	355	2
345	355	2
346	355	2
347	355	2
348	199	1
348	355	2
349	355	2
350	319	2
350	355	2
351	355	2
352	355	2
353	355	2
354	355	4
355	199	2
355	318	1
355	200	2
355	365	2
355	299	2
355	317	1
355	212	2
355	366	3
355	197	6
357	358	2
359	362	2
360	362	2
361	362	2
364	365	2
365	319	1
365	212	3
369	197	1
371	458	1
372	371	5
372	458	1
372	459	1
372	466	2
391	460	1
392	460	1
393	371	1
394	371	1
395	396	2
396	136	1
396	470	4
396	460	1
397	398	2
398	397	2
398	460	1
399	400	2
400	460	1
400	399	1
401	371	1
401	459	2
402	371	1
402	459	3
403	159	1
403	460	1
403	181	2
404	405	2
405	404	1
405	460	1
407	460	1
407	181	3
416	415	6
416	465	1
420	147	1
420	460	1
420	156	1
422	371	2
422	36	3
422	458	1
422	459	5
424	371	1
426	460	1
426	181	2
427	460	1
450	36	1
452	459	3
458	371	1
459	371	4
459	182	1
460	469	3
460	421	3
460	182	2
460	42	5
460	457	3
461	36	4
461	421	8
461	182	2
461	460	1
461	462	1
462	371	4
462	456	1
462	36	1
462	458	1
462	182	2
462	42	2
465	416	1
466	459	1
467	182	4
468	182	3
472	473	2
472	497	2
472	460	2
474	460	1
486	460	1
487	489	1
488	371	1
488	36	4
488	460	1
489	487	2
490	487	2
491	182	1
491	460	1
492	182	6
492	460	1
493	460	2
494	459	1
494	422	1
495	371	1
496	460	1
497	460	2
497	454	1
497	181	2
497	157	1
510	516	2
511	516	2
512	516	2
513	516	2
514	516	2
516	371	2
516	92	2
516	36	5
516	458	1
516	515	1
516	459	8
516	181	1
520	460	1
